hud_area_code	hud_areaname	rent_50_0	rent_50_1	rent_50_2	rent_50_3	rent_50_4
METRO43780M43780	South Bend-Mishawaka, IN HUD Metro FMR Area	813	995	1,184	1,505	1,591
METRO18020M18020	Columbus, IN MSA	969	991	1,119	1,480	1,634
NCNTY30031N30031	Gallatin County, MT	908	991	1,290	1,833	2,197
NCNTY06109N06109	Tuolumne County, CA	870	988	1,301	1,717	2,216
NCNTY35015N35015	Eddy County, NM	967	988	1,116	1,586	1,901
NCNTY38105N38105	Williams County, ND	884	988	1,130	1,606	1,874
METRO46340M46340	Tyler, TX MSA	982	987	1,206	1,554	1,902
NCNTY02013N02013	Aleutians East Borough, AK	909	985	1,297	1,579	1,969
NCNTY41015N41015	Curry County, OR	827	985	1,234	1,754	2,019
METRO27140M27140	Jackson, MS HUD Metro FMR Area	969	983	1,147	1,396	1,585
METRO36100M36100	Ocala, FL MSA	915	983	1,210	1,549	1,682
METRO24660M24660	Greensboro-High Point, NC HUD Metro FMR Area	953	981	1,108	1,428	1,602
METRO44060M44060	Spokane, WA HUD Metro FMR Area	860	980	1,269	1,803	2,105
NCNTY16013N16013	Blaine County, ID	863	980	1,290	1,726	1,733
NCNTY06023N06023	Humboldt County, CA	876	979	1,277	1,815	2,175
NCNTY50021N50021	Rutland County, VT	972	979	1,169	1,547	1,961
NCNTY26055N26055	Grand Traverse County, MI	803	978	1,161	1,413	1,560
METRO38300M38300	Pittsburgh, PA HUD Metro FMR Area	932	977	1,178	1,498	1,637
NCNTY32019N32019	Lyon County, NV	880	977	1,157	1,644	1,971
METRO11700N37087	Haywood County, NC HUD Metro FMR Area	750	976	1,102	1,341	1,586
METRO29200M29140	Lafayette-West Lafayette, IN HUD Metro FMR Area	845	975	1,139	1,407	1,766
METRO39740M39740	Reading, PA MSA	829	975	1,240	1,552	1,666
NCNTY48475N48475	Ward County, TX	874	975	1,159	1,411	1,705
METRO15380M15380	Buffalo-Cheektowaga-Niagara Falls, NY MSA	929	971	1,143	1,400	1,572
METRO33340M33340	Milwaukee-Waukesha-West Allis, WI MSA	818	971	1,167	1,469	1,602
NCNTY48471N48471	Walker County, TX	772	970	1,155	1,406	1,967
NCNTY02122N02122	Kenai Peninsula Borough, AK	967	969	1,266	1,799	2,035
METRO23900M23900	Gettysburg, PA MSA	788	968	1,179	1,566	1,771
METRO33540M33540	Missoula, MT MSA	842	968	1,196	1,672	2,037
METRO45220N12129	Wakulla County, FL HUD Metro FMR Area	862	968	1,114	1,356	1,638
NCNTY23013N23013	Knox County, ME	776	966	1,161	1,494	1,560
NCNTY41019N41019	Douglas County, OR	849	965	1,270	1,805	2,144
NCNTY53009N53009	Clallam County, WA	849	965	1,270	1,776	1,991
METRO18140N39159	Union County, OH HUD Metro FMR Area	920	964	1,269	1,544	1,705
METRO20940M20940	El Centro, CA MSA	824	964	1,232	1,713	2,082
NCTNY02066N02066	Copper River Census Area, AK	810	963	1,211	1,574	2,063
METRO32820M32820	Memphis, TN-MS-AR HUD Metro FMR Area	853	962	1,100	1,455	1,689
NCNTY16081N16081	Teton County, ID	957	962	1,154	1,640	1,966
METRO36220M36220	Odessa, TX MSA	954	960	1,264	1,538	1,771
METRO22180M22180	Fayetteville, NC HUD Metro FMR Area	959	959	1,107	1,521	1,886
METRO12260M12260	Augusta-Richmond County, GA-SC HUD Metro FMR Area	807	958	1,095	1,474	1,803
METRO34980N47119	Maury County, TN HUD Metro FMR Area	952	958	1,261	1,682	1,780
METRO26900M26900	Indianapolis-Carmel, IN HUD Metro FMR Area	822	956	1,135	1,489	1,781
METRO12620MM0730	Bangor, ME HUD Metro FMR Area	844	954	1,226	1,544	1,758
METRO47900N51047	Culpeper County, VA HUD Metro FMR Area	948	954	1,256	1,631	2,033
METRO17780M17780	College Station-Bryan, TX MSA	884	953	1,080	1,535	1,657
METRO45060M45060	Syracuse, NY MSA	852	953	1,179	1,453	1,679
METRO24020M24020	Glens Falls, NY MSA	838	951	1,187	1,540	1,595
METRO24420M24420	Grants Pass, OR MSA	838	951	1,252	1,779	1,966
METRO43300M43300	Sherman-Denison, TX MSA	775	951	1,110	1,500	1,853
METRO46060M46060	Tucson, AZ MSA	837	951	1,252	1,779	2,083
METRO19780M19780	Des Moines-West Des Moines, IA HUD Metro FMR Area	844	949	1,147	1,573	1,601
NCNTY04012N04012	La Paz County, AZ	835	949	1,249	1,775	1,804
METRO25180MM0877	Martinsburg, WV HUD Metro FMR Area	942	947	1,182	1,592	2,013
NCNTY02105N02105	Hoonah-Angoon Census Area, AK	871	947	1,243	1,560	1,887
METRO12020M12020	Athens-Clarke County, GA MSA	890	946	1,073	1,439	1,636
NCNTY41041N41041	Lincoln County, OR	838	946	1,219	1,713	2,076
NCNTY53041N53041	Lewis County, WA	802	946	1,199	1,637	1,802
METRO48900N37141	Pender County, NC HUD Metro FMR Area	737	944	1,066	1,483	1,691
NCNTY23015N23015	Lincoln County, ME	939	944	1,198	1,458	1,823
METRO31020M31020	Longview, WA MSA	794	943	1,187	1,687	2,022
NCNTY06003N06003	Alpine County, CA	843	942	1,239	1,761	2,001
NCNTY06091N06091	Sierra County, CA	843	942	1,239	1,610	2,001
NCNTY53039N53039	Klickitat County, WA	936	942	1,222	1,518	1,683
METRO26620M26620	Huntsville, AL MSA	796	941	1,111	1,462	1,740
NCNTY28071N28071	Lafayette County, MS	824	941	1,165	1,418	1,565
NCNTY38089N38089	Stark County, ND	927	941	1,070	1,521	1,823
METRO36540M36540	Omaha-Council Bluffs, NE-IA HUD Metro FMR Area	847	940	1,146	1,533	1,705
NCNTY02290N02290	Yukon-Koyukuk Census Area, AK	920	940	1,062	1,499	1,612
NCNTY06033N06033	Lake County, CA	827	940	1,237	1,758	2,073
METRO12940M12940	Baton Rouge, LA HUD Metro FMR Area	922	939	1,078	1,358	1,763
METRO14100N42093	Montour County, PA HUD Metro FMR Area	765	939	1,074	1,526	1,546
METRO43340M43340	Shreveport-Bossier City, LA MSA	776	939	1,106	1,379	1,523
METRO49620M49620	York-Hanover, PA MSA	838	938	1,198	1,559	1,667
METRO20500M37077	Granville County, NC HUD Metro FMR Area	931	936	1,089	1,418	1,669
NCNTY41013N41013	Crook County, OR	761	936	1,138	1,519	1,695
NCNTY48227N48227	Howard County, TX	800	935	1,138	1,385	1,938
NCNTY48287N48287	Lee County, TX	848	934	1,125	1,369	1,655
NCNTY50003N50003	Bennington County, VT	894	933	1,179	1,531	1,661
METRO11260N02170	Matanuska-Susitna Borough, AK HUD Metro FMR Area	875	932	1,227	1,744	2,090
NCNTY02198N02198	Prince of Wales-Hyder Census Area, AK	822	932	1,098	1,433	1,475
METRO31140M31140	Louisville/Jefferson County, KY-IN HUD Metro FMR Area	825	931	1,119	1,483	1,704
NCNTY32013N32013	Humboldt County, NV	796	931	1,191	1,450	1,963
NCNTY32033N32033	White Pine County, NV	819	931	1,225	1,551	2,019
NCNTY37189N37189	Watauga County, NC	793	931	1,146	1,455	1,797
METRO29180M29180	Lafayette, LA HUD Metro FMR Area	702	930	1,050	1,377	1,782
NCNTY51033N51033	Caroline County, VA	860	930	1,160	1,649	1,828
METRO16980MM3800	Kenosha County, WI HUD Metro FMR Area	815	929	1,219	1,586	1,787
METRO41540N10005	Sussex County, DE HUD Metro FMR Area	822	928	1,222	1,594	1,942
METRO12540M12540	Bakersfield, CA MSA	921	927	1,213	1,724	2,066
METRO16580M16580	Champaign-Urbana, IL MSA	921	927	1,096	1,420	1,472
METRO34820M48900	Brunswick County, NC HUD Metro FMR Area	901	926	1,046	1,487	1,782
METRO29620M29620	Lansing-East Lansing, MI HUD Metro FMR Area	891	925	1,132	1,464	1,521
METRO41540M41540	Salisbury, MD HUD Metro FMR Area	919	925	1,218	1,617	1,756
NCNTY08053N08053	Hinsdale County, CO	858	925	1,045	1,367	1,688
METRO13980M13980	Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area	890	924	1,130	1,579	1,925
METRO26420N48015	Austin County, TX HUD Metro FMR Area	714	924	1,068	1,518	1,819
NCNTY08083N08083	Montezuma County, CO	917	923	1,215	1,479	2,070
METRO43900M43900	Spartanburg, SC MSA	896	922	1,041	1,353	1,399
METRO49420M49420	Yakima, WA MSA	916	922	1,214	1,725	1,813
NCNTY23027N23027	Waldo County, ME	916	922	1,174	1,429	1,741
NCNTY06015N06015	Del Norte County, CA	729	920	1,090	1,493	1,857
NCNTY37125N37125	Moore County, NC	881	920	1,039	1,452	1,770
NCNTY06043N06043	Mariposa County, CA	851	919	1,164	1,654	1,983
NCNTY08121N08121	Washington County, CO	852	919	1,038	1,323	1,394
NCNTY41065N41065	Wasco County, OR	854	919	1,183	1,642	2,025
NCNTY50015N50015	Lamoille County, VT	913	919	1,210	1,614	1,625
NCNTY48383N48383	Reagan County, TX	869	918	1,153	1,403	1,696
NCNTY48477N48477	Washington County, TX	882	918	1,049	1,449	1,599
NCNTY30057N30057	Madison County, MT	895	915	1,033	1,257	1,618
NCNTY38025N38025	Dunn County, ND	909	915	1,175	1,430	1,949
METRO11180M11180	Ames, IA HUD Metro FMR Area	849	914	1,041	1,479	1,773
NCNTY08025N08025	Crowley County, CO	908	914	1,166	1,580	1,883
METRO28020M28020	Kalamazoo-Portage, MI MSA	782	913	1,120	1,475	1,608
NCNTY23009N23009	Hancock County, ME	907	913	1,072	1,431	1,440
METRO39380M39380	Pueblo, CO MSA	869	911	1,199	1,569	1,785
METRO30460M30460	Lexington-Fayette, KY MSA	760	909	1,103	1,503	1,738
METRO31420M31420	Macon-Bibb County, GA HUD Metro FMR Area	779	907	1,049	1,306	1,409
METRO47300M47300	Visalia-Porterville, CA MSA	883	907	1,194	1,661	1,915
METRO41540N24047	Worcester County, MD HUD Metro FMR Area	901	906	1,062	1,509	1,809
NCNTY35055N35055	Taos County, NM	862	906	1,050	1,324	1,789
METRO31860M31860	Mankato-North Mankato, MN MSA	887	905	1,131	1,583	1,926
METRO41660M48431	Sterling County, TX HUD Metro FMR Area	758	905	1,133	1,481	1,912
NCNTY53001N53001	Adams County, WA	763	905	1,121	1,549	1,909
METRO41660M41660	San Angelo, TX HUD Metro FMR Area	756	903	1,131	1,480	1,911
NCNTY04009N04009	Graham County, AZ	896	902	1,088	1,546	1,853
NCNTY48031N48031	Blanco County, TX	854	902	1,133	1,379	1,548
NCNTY48205N48205	Hartley County, TX	853	902	1,132	1,515	1,521
METRO30980M30980	Longview, TX HUD Metro FMR Area	819	901	1,072	1,494	1,659
NCNTY51109N51109	Louisa County, VA	882	901	1,018	1,435	1,734
METRO29940M29940	Lawrence, KS MSA	811	900	1,105	1,570	1,866
METRO17140M17140	Cincinnati, OH-KY-IN  HUD Metro FMR Area	784	899	1,172	1,570	1,764
METRO20260M20260	Duluth, MN-WI HUD Metro FMR Area	837	899	1,167	1,541	1,921
METRO13140M13140	Beaumont-Port Arthur, TX MSA	837	898	1,086	1,420	1,483
NCNTY26089N26089	Leelanau County, MI	799	898	1,155	1,460	1,967
NCNTY48123N48123	DeWitt County, TX	792	897	1,050	1,301	1,567
METRO45540M45540	The Villages, FL MSA	891	896	1,180	1,523	1,585
NCNTY32011N32011	Eureka County, NV	788	896	1,179	1,668	1,943
NCNTY53027N53027	Grays Harbor County, WA	740	896	1,106	1,572	1,881
NCNTY36031N36031	Essex County, NY	856	894	1,015	1,430	1,483
NCNTY48299N48299	Llano County, TX	887	894	1,177	1,432	1,741
NCNTY04007N04007	Gila County, AZ	887	893	1,175	1,620	1,626
NCNTY50019N50019	Orleans County, VT	748	893	1,009	1,313	1,396
METRO31180N48305	Lynn County, TX HUD Metro FMR Area	774	892	1,082	1,538	1,843
METRO49740M49740	Yuma, AZ MSA	886	892	1,174	1,657	2,000
NCNTY02060N02060	Bristol Bay Borough, AK	823	892	1,174	1,668	1,782
NCNTY48255N48255	Karnes County, TX	741	892	1,007	1,414	1,536
NCNTY48265N48265	Kerr County, TX	818	892	1,085	1,439	1,662
NCNTY50005N50005	Caledonia County, VT	856	892	1,008	1,233	1,717
NCNTY50017N50017	Orange County, VT	886	892	1,170	1,484	1,572
NCNTY08125N08125	Yuma County, CO	885	891	1,173	1,428	1,576
METRO16980MM2050	DeKalb County, IL HUD Metro FMR Area	772	890	1,154	1,640	1,966
NCNTY48171N48171	Gillespie County, TX	884	890	1,171	1,664	1,723
METRO17980M13263	Talbot County, GA HUD Metro FMR Area	826	889	1,026	1,348	1,748
METRO31180M31180	Lubbock, TX HUD Metro FMR Area	771	889	1,080	1,513	1,775
METRO41620N49045	Tooele County, UT HUD Metro FMR Area	782	889	1,170	1,596	1,993
NCNTY32001N32001	Churchill County, NV	763	889	1,141	1,622	1,944
METRO15500M15500	Burlington, NC MSA	758	888	1,086	1,365	1,476
METRO30140M30140	Lebanon, PA MSA	840	887	1,154	1,460	1,550
NCNTY08085N08085	Montrose County, CO	881	887	1,167	1,659	1,988
NCNTY41057N41057	Tillamook County, OR	802	887	1,167	1,659	1,947
NCNTY04011N04011	Greenlee County, AZ	669	886	1,001	1,218	1,350
NCNTY42127N42127	Wayne County, PA	752	886	1,055	1,284	1,480
METRO17980M17980	Columbus, GA-AL HUD Metro FMR Area	820	884	1,020	1,377	1,737
METRO21340M21340	El Paso, TX HUD Metro FMR Area	721	884	1,048	1,460	1,785
METRO35100N37049	Craven County, NC HUD Metro FMR Area	878	884	1,157	1,553	1,971
NCNTY30021N30021	Dawson County, MT	720	884	998	1,215	1,341
NCNTY31167N31167	Stanton County, NE	791	884	1,163	1,415	1,562
NCNTY48043N48043	Brewster County, TX	815	884	1,081	1,316	1,721
NCNTY48371N48371	Pecos County, TX	678	884	999	1,420	1,470
NCNTY48501N48501	Yoakum County, TX	787	884	1,044	1,271	1,536
NCNTY51103N51103	Lancaster County, VA	817	883	1,102	1,341	1,480
METRO33860M33860	Montgomery, AL MSA	773	882	1,055	1,340	1,722
METRO44940M44940	Sumter, SC HUD Metro FMR Area	721	882	1,079	1,313	1,476
NCNTY51137N51137	Orange County, VA	830	881	1,119	1,480	1,716
METRO44420M44420	Staunton-Waynesboro, VA MSA	875	880	1,050	1,465	1,789
NCNTY08087N08087	Morgan County, CO	790	880	1,158	1,550	1,854
NCNTY36105N36105	Sullivan County, NY	733	880	1,058	1,407	1,602
METRO27100M27100	Jackson, MI MSA	723	878	1,038	1,380	1,568
METRO47900MM8820	Warren County, VA HUD Metro FMR Area	872	878	1,156	1,530	1,969
NCNTY32015N32015	Lander County, NV	772	877	1,155	1,634	1,903
NCNTY49025N49025	Kane County, UT	773	877	1,155	1,493	1,552
METRO15260M15260	Brunswick, GA MSA	870	875	1,072	1,448	1,754
NCNTY51133N51133	Northumberland County, VA	809	875	1,091	1,387	1,642
METRO20260M27075	Lake County, MN HUD Metro FMR Area	758	874	1,056	1,394	1,736
METRO21300M21300	Elmira, NY MSA	870	873	1,120	1,437	1,597
METRO31340M31340	Lynchburg, VA MSA	858	873	991	1,347	1,485
METRO36420M36420	Oklahoma City, OK HUD Metro FMR Area	824	873	1,080	1,439	1,633
NCNTY26019N26019	Benzie County, MI	794	873	1,149	1,398	1,621
NCNTY36077N36077	Otsego County, NY	761	873	1,046	1,325	1,459
METRO17460M17460	Cleveland-Elyria, OH MSA	765	872	1,062	1,379	1,457
METRO24780M24780	Greenville, NC MSA	866	872	1,081	1,469	1,841
NCNTY06103N06103	Tehama County, CA	809	872	1,148	1,555	1,814
NCNTY48163N48163	Frio County, TX	743	872	985	1,229	1,678
METRO29420M29420	Lake Havasu City-Kingman, AZ MSA	746	871	1,109	1,544	1,731
METRO46220M46220	Tuscaloosa, AL HUD Metro FMR Area	865	871	1,079	1,353	1,449
METRO16980MM2960	Gary, IN HUD Metro FMR Area	723	870	1,068	1,311	1,453
METRO30340M30340	Lewiston-Auburn, ME MSA	778	869	1,104	1,451	1,641
NCNTY16085N16085	Valley County, ID	747	869	982	1,287	1,665
METRO42540M42540	Scranton--Wilkes-Barre, PA MSA	743	868	1,061	1,372	1,491
METRO10420M10420	Akron, OH MSA	762	867	1,100	1,389	1,478
METRO28100M28100	Kankakee, IL MSA	763	867	1,141	1,554	1,644
NCNTY30007N30007	Broadwater County, MT	800	867	1,110	1,351	1,738
METRO25180MM3180	Hagerstown, MD HUD Metro FMR Area	750	866	1,122	1,595	1,777
METRO33780M33780	Monroe, MI MSA	760	866	1,136	1,449	1,855
METRO47900MM3630	Jefferson County, WV HUD Metro FMR Area	861	866	1,067	1,516	1,817
METRO13900M13900	Bismarck, ND MSA	764	865	986	1,401	1,679
NCNTY08027N08027	Custer County, CO	859	865	1,138	1,488	1,938
NCNTY08029N08029	Delta County, CO	860	865	1,139	1,485	1,637
NCNTY48005N48005	Angelina County, TX	862	865	1,021	1,260	1,372
METRO16540M16540	Chambersburg-Waynesboro, PA MSA	859	864	1,106	1,496	1,626
METRO12060N13035	Butts County, GA HUD Metro FMR Area	858	863	1,129	1,479	1,672
METRO47260N37073	Gates County, NC HUD Metro FMR Area	849	863	1,006	1,312	1,626
METRO16740N37109	Lincoln County, NC HUD Metro FMR Area	856	861	997	1,294	1,339
METRO24300M24300	Grand Junction, CO MSA	756	861	1,131	1,607	1,926
NCNTY08081N08081	Moffat County, CO	856	861	1,134	1,380	1,523
NCNTY12067N12067	Lafayette County, FL	856	861	1,002	1,242	1,408
NCNTY48495N48495	Winkler County, TX	815	861	1,081	1,453	1,590
NCNTY53075N53075	Whitman County, WA	757	861	1,125	1,599	1,916
NCNTY24011N24011	Caroline County, MD	855	860	1,132	1,534	1,926
NCNTY37177N37177	Tyrrell County, NC	799	860	971	1,331	1,522
NCNTY41031N41031	Jefferson County, OR	728	860	1,089	1,548	1,852
METRO30780M30780	Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area	844	859	982	1,309	1,567
METRO49180M49180	Winston-Salem, NC HUD Metro FMR Area	826	859	1,034	1,366	1,586
NCNTY48097N48097	Cooke County, TX	853	859	1,088	1,457	1,617
NCNTY08063N08063	Kit Carson County, CO	853	858	1,116	1,358	1,878
NCNTY53013N53013	Columbia County, WA	756	858	1,130	1,375	1,884
NCNTY56005N56005	Campbell County, WY	852	858	1,034	1,420	1,761
METRO16740N37159	Rowan County, NC HUD Metro FMR Area	852	857	1,043	1,352	1,477
NCNTY06063N06063	Plumas County, CA	755	857	1,110	1,578	1,814
NCNTY39009N39009	Athens County, OH	843	857	1,002	1,219	1,410
METRO47260N51175	Southampton County-Franklin city, VA HUD Metro FMR Area	842	856	998	1,303	1,700
NCNTY41021N41021	Gilliam County, OR	754	856	1,127	1,409	1,702
METRO13740M13740	Billings, MT HUD Metro FMR Area	796	855	1,126	1,546	1,757
NCNTY27131N27131	Rice County, MN	834	855	1,126	1,549	1,771
NCNTY46033N46033	Custer County, SD	783	855	1,125	1,479	1,834
METRO14540M14540	Bowling Green, KY HUD Metro FMR Area	798	854	1,017	1,273	1,557
METRO40220M40220	Roanoke, VA HUD Metro FMR Area	769	854	1,053	1,444	1,630
METRO41180M41180	St. Louis, MO-IL HUD Metro FMR Area	802	853	1,071	1,387	1,621
NCNTY27049N27049	Goodhue County, MN	755	853	1,003	1,425	1,708
NCNTY48239N48239	Jackson County, TX	726	853	963	1,336	1,417
NCNTY56037N56037	Sweetwater County, WY	834	853	963	1,315	1,640
METRO14010M14010	Bloomington, IL MSA	750	852	1,061	1,498	1,702
NCNTY08043N08043	Fremont County, CO	847	852	1,122	1,595	1,759
NCNTY48025N48025	Bee County, TX	845	852	1,121	1,485	1,651
NCNTY48273N48273	Kleberg County, TX	784	852	1,122	1,366	1,691
NCNTY53051N53051	Pend Oreille County, WA	750	852	1,121	1,364	1,862
METRO14260N16045	Gem County, ID HUD Metro FMR Area	797	851	1,120	1,498	1,692
METRO27340M27340	Jacksonville, NC MSA	710	850	1,012	1,438	1,724
NCNTY41055N41055	Sherman County, OR	748	850	1,119	1,574	1,814
METRO25620M25620	Hattiesburg, MS HUD Metro FMR Area	714	849	1,027	1,312	1,454
METRO48700M48700	Williamsport, PA MSA	771	848	1,028	1,324	1,422
NCNTY30049N30049	Lewis and Clark County, MT	732	848	1,076	1,386	1,607
NCNTY31103N31103	Keya Paha County, NE	759	848	1,116	1,358	1,516
NCNTY32023N32023	Nye County, NV	746	848	1,116	1,468	1,614
NCNTY55111N55111	Sauk County, WI	732	848	1,013	1,332	1,370
METRO11100M11100	Amarillo, TX HUD Metro FMR Area	729	847	1,058	1,439	1,679
METRO32820N28143	Tunica County, MS HUD Metro FMR Area	843	847	983	1,196	1,321
NCNTY04017N04017	Navajo County, AZ	776	847	1,115	1,437	1,498
NCNTY37105N37105	Lee County, NC	788	847	957	1,181	1,441
METRO17140MM3020	Grant County, KY HUD Metro FMR Area	640	846	955	1,209	1,558
METRO33660M33660	Mobile, AL HUD Metro FMR Area	787	846	1,052	1,406	1,493
METRO40060M51097	King and Queen County, VA HUD Metro FMR Area	827	846	955	1,357	1,503
NCNTY27115N27115	Pine County, MN	840	846	1,113	1,411	1,548
NCNTY32027N32027	Pershing County, NV	729	846	1,091	1,530	1,798
METRO12980M12980	Battle Creek, MI MSA	756	845	1,039	1,328	1,515
METRO25060M37700	Pascagoula, MS HUD Metro FMR Area	690	844	964	1,291	1,642
METRO29100M29100	La Crosse-Onalaska, WI-MN MSA	722	843	1,080	1,486	1,840
NCNTY32009N32009	Esmeralda County, NV	742	843	1,109	1,569	1,827
NCNTY36041N36041	Hamilton County, NY	837	843	1,109	1,350	1,570
NCNTY37175N37175	Transylvania County, NC	837	843	1,109	1,350	1,705
METRO12060N13211	Morgan County, GA HUD Metro FMR Area	835	841	1,107	1,364	1,886
METRO29700M29700	Laredo, TX MSA	835	841	1,050	1,347	1,456
NCNTY13187N13187	Lumpkin County, GA	835	841	1,071	1,344	1,824
NCNTY42119N42119	Union County, PA	700	841	950	1,334	1,618
METRO47380M47380	Waco, TX HUD Metro FMR Area	758	840	1,064	1,396	1,446
NCNTY16065N16065	Madison County, ID	840	840	970	1,379	1,652
METRO11100N48359	Oldham County, TX HUD Metro FMR Area	722	839	1,048	1,275	1,662
NCNTY13311N13311	White County, GA	796	839	948	1,180	1,319
NCNTY27007N27007	Beltrami County, MN	738	839	1,104	1,344	1,600
NCNTY48095N48095	Concho County, TX	795	839	1,054	1,383	1,550
NCNTY48313N48313	Madison County, TX	726	838	963	1,221	1,417
METRO41700N48325	Medina County, TX HUD Metro FMR Area	789	837	1,102	1,445	1,480
METRO43620M43620	Sioux Falls, SD MSA	749	837	1,001	1,344	1,705
NCNTY13039N13039	Camden County, GA	831	836	1,034	1,468	1,705
NCNTY41011N41011	Coos County, OR	719	836	1,075	1,528	1,816
NCNTY51119N51119	Middlesex County, VA	816	836	1,100	1,339	1,655
METRO14100N42037	Columbia County, PA HUD Metro FMR Area	703	835	1,000	1,217	1,343
METRO17900N45055	Kershaw County, SC HUD Metro FMR Area	828	835	956	1,264	1,525
NCNTY38057N38057	Mercer County, ND	727	835	1,052	1,280	1,745
NCNTY53025N53025	Grant County, WA	762	835	1,038	1,475	1,734
METRO34060M34060	Morgantown, WV MSA	829	834	1,045	1,370	1,780
METRO29340M29340	Lake Charles, LA MSA	820	833	1,067	1,341	1,435
METRO31420N13207	Monroe County, GA HUD Metro FMR Area	711	833	941	1,145	1,603
NCNTY08095N08095	Phillips County, CO	828	833	1,063	1,294	1,428
NCNTY48211N48211	Hemphill County, TX	826	833	1,096	1,334	1,612
NCNTY48415N48415	Scurry County, TX	709	833	941	1,277	1,602
METRO28940N47145	Roane County, TN HUD Metro FMR Area	770	832	1,006	1,307	1,714
METRO41060M41060	St. Cloud, MN MSA	803	832	1,035	1,393	1,653
NCNTY48057N48057	Calhoun County, TX	633	831	939	1,334	1,381
NCNTY53049N53049	Pacific County, WA	731	831	1,094	1,494	1,863
METRO17860M17860	Columbia, MO HUD Metro FMR Area	715	830	1,012	1,358	1,584
METRO25500M25500	Harrisonburg, VA MSA	825	830	1,093	1,453	1,862
METRO26820M26820	Idaho Falls, ID HUD Metro FMR Area	699	830	1,021	1,451	1,739
METRO42700M42700	Sebring, FL MSA	774	830	1,092	1,357	1,637
METRO46140M46140	Tulsa, OK HUD Metro FMR Area	755	830	1,048	1,381	1,613
NCNTY28105N28105	Oktibbeha County, MS	795	830	937	1,207	1,378
NCNTY55127N55127	Walworth County, WI	731	830	1,093	1,454	1,746
METRO24340M26067	Ionia County, MI HUD Metro FMR Area	823	829	1,091	1,378	1,606
METRO31740M31740	Manhattan, KS HUD Metro FMR Area	824	829	1,019	1,340	1,736
NCNTY30067N30067	Park County, MT	785	829	1,091	1,497	1,592
NCNTY53043N53043	Lincoln County, WA	729	829	1,091	1,387	1,858
METRO30700M30700	Lincoln, NE HUD Metro FMR Area	733	828	1,050	1,470	1,657
NCNTY48053N48053	Burnet County, TX	687	828	1,027	1,413	1,418
NCNTY08071N08071	Las Animas County, CO	728	827	1,089	1,390	1,553
NCNTY48463N48463	Uvalde County, TX	704	827	934	1,296	1,525
METRO25060M25060	Gulfport-Biloxi, MS HUD Metro FMR Area	749	826	1,000	1,359	1,477
METRO30300M30300	Lewiston, ID-WA MSA	709	826	1,061	1,508	1,807
NCNTY12051N12051	Hendry County, FL	808	826	933	1,326	1,585
NCNTY49019N49019	Grand County, UT	727	826	1,087	1,455	1,460
METRO21780M21780	Evansville, IN-KY MSA	733	825	1,032	1,336	1,550
METRO43420M43420	Sierra Vista-Douglas, AZ MSA	774	825	1,026	1,458	1,748
METRO22220M22220	Fayetteville-Springdale-Rogers, AR MSA	776	824	1,002	1,424	1,705
NCNTY24019N24019	Dorchester County, MD	819	824	1,035	1,471	1,763
NCNTY38101N38101	Ward County, ND	737	822	1,082	1,538	1,843
METRO12220M12220	Auburn-Opelika, AL MSA	764	821	1,051	1,406	1,476
METRO25220M25220	Hammond, LA MSA	816	821	1,049	1,277	1,409
METRO29740M29740	Las Cruces, NM MSA	761	821	950	1,350	1,552
METRO46300N16083	Twin Falls County, ID HUD Metro FMR Area	723	821	1,081	1,510	1,788
NCNTY37113N37113	Macon County, NC	763	821	927	1,128	1,480
METRO31540N55021	Columbia County, WI HUD Metro FMR Area	721	820	1,079	1,533	1,600
METRO39660N46093	Meade County, SD HUD Metro FMR Area	721	820	1,079	1,434	1,838
NCNTY47155N47155	Sevier County, TN	761	820	990	1,263	1,330
NCNTY49021N49021	Iron County, UT	667	820	998	1,371	1,700
METRO26380M26380	Houma-Thibodaux, LA MSA	689	819	1,030	1,329	1,499
NCNTY36019N36019	Clinton County, NY	813	819	1,043	1,307	1,410
NCNTY12043N12043	Glades County, FL	814	818	952	1,159	1,338
NCNTY35025N35025	Lea County, NM	726	818	1,077	1,391	1,543
NCNTY41059N41059	Umatilla County, OR	698	818	1,018	1,447	1,734
NCNTY48411N48411	San Saba County, TX	812	818	1,077	1,311	1,584
NCNTY51147N51147	Prince Edward County, VA	753	818	1,016	1,237	1,529
NCNTY51159N51159	Richmond County, VA	756	817	1,019	1,240	1,534
METRO27500M27500	Janesville-Beloit, WI MSA	789	816	1,074	1,436	1,514
METRO39540M39540	Racine, WI MSA	716	816	1,071	1,395	1,563
NCNTY12037N12037	Franklin County, FL	799	816	922	1,310	1,570
NCNTY36023N36023	Cortland County, NY	810	816	990	1,205	1,686
NCNTY26047N26047	Emmet County, MI	713	815	1,066	1,309	1,515
METRO16620M16620	Charleston, WV HUD Metro FMR Area	701	814	980	1,286	1,343
METRO48660M48660	Wichita Falls, TX MSA	752	814	996	1,346	1,540
METRO21140M21140	Elkhart-Goshen, IN MSA	776	813	1,042	1,333	1,400
NCNTY36037N36037	Genesee County, NY	661	813	989	1,289	1,410
NCNTY48195N48195	Hansford County, TX	780	813	1,034	1,258	1,521
METRO30980M48203	Harrison County, TX HUD Metro FMR Area	789	812	1,069	1,301	1,436
